selection_id,blind_run_id,study_group,domain,task_id,task_sha256,selection_rank,family,difficulty_bin,interaction_mode,artifact_filename,source_commit,agent_model,simulation_id,trial,seed,native_reward
validity-171,tau3-blind-df4560598997a7ed,core,retail,68,9cfc76cec4980235537833439033c0cee6b96a8e631287289f4749d61fba8be0,62,inquiry_or_refusal,high_success,information_or_diagnosis,claude-opus-4-5_high_retail_gpt-5.2_4trials.json,7324fb57cb6819e77937c79964db916f5b068e31,anthropic/claude-opus-4-5-20251101,9e240d31-9d4d-4a86-885e-e9b5375487de,2,361454,0
validity-172,tau3-blind-88a31e36674f4ead,core,retail,68,9cfc76cec4980235537833439033c0cee6b96a8e631287289f4749d61fba8be0,62,inquiry_or_refusal,high_success,information_or_diagnosis,claude-opus-4-5_high_retail_gpt-5.2_4trials.json,7324fb57cb6819e77937c79964db916f5b068e31,anthropic/claude-opus-4-5-20251101,64589fa5-9d45-472d-9ee4-27435643fc8e,3,1567,0
validity-173,tau3-blind-0c044f7bdd748b22,core,retail,68,9cfc76cec4980235537833439033c0cee6b96a8e631287289f4749d61fba8be0,62,inquiry_or_refusal,high_success,information_or_diagnosis,gpt-5.2_high_retail_gpt-5.2_4trials.json,7324fb57cb6819e77937c79964db916f5b068e31,gpt-5.2,18a07bc8-4945-4784-8f61-f62f781bc4f5,0,626729,1
validity-174,tau3-blind-6fa2459bda3eb2ca,core,retail,68,9cfc76cec4980235537833439033c0cee6b96a8e631287289f4749d61fba8be0,62,inquiry_or_refusal,high_success,information_or_diagnosis,gpt-5.2_high_retail_gpt-5.2_4trials.json,7324fb57cb6819e77937c79964db916f5b068e31,gpt-5.2,77a6c98b-2fd3-422b-9c91-6fe0ea33cc71,1,373753,1
validity-175,tau3-blind-d4272bf7c83479d5,core,retail,68,9cfc76cec4980235537833439033c0cee6b96a8e631287289f4749d61fba8be0,62,inquiry_or_refusal,high_success,information_or_diagnosis,gpt-5.2_high_retail_gpt-5.2_4trials.json,7324fb57cb6819e77937c79964db916f5b068e31,gpt-5.2,b4150017-92f0-4efa-b106-0f24cdb21058,2,361454,1
validity-176,tau3-blind-3c50248bd9c2d677,core,retail,68,9cfc76cec4980235537833439033c0cee6b96a8e631287289f4749d61fba8be0,62,inquiry_or_refusal,high_success,information_or_diagnosis,gpt-5.2_high_retail_gpt-5.2_4trials.json,7324fb57cb6819e77937c79964db916f5b068e31,gpt-5.2,3df52459-f188-4427-bba6-18ea1a46682b,3,1567,1
validity-177,tau3-blind-dcc4c6ebdcb8d6f6,core,retail,73,00c879737e98d38f227ba39dd24b5f77fa4c269fdde1d4e74a6816823d2e7926,63,return,all_pass,state_change,claude-opus-4-5_high_retail_gpt-5.2_4trials.json,7324fb57cb6819e77937c79964db916f5b068e31,anthropic/claude-opus-4-5-20251101,00fe29b9-48c1-4519-96da-59c3db4fa2e8,0,626729,1
validity-178,tau3-blind-68cfd01abcd739d4,core,retail,73,00c879737e98d38f227ba39dd24b5f77fa4c269fdde1d4e74a6816823d2e7926,63,return,all_pass,state_change,claude-opus-4-5_high_retail_gpt-5.2_4trials.json,7324fb57cb6819e77937c79964db916f5b068e31,anthropic/claude-opus-4-5-20251101,2187db26-edcc-45e3-96f6-27106c30fd10,1,373753,1
validity-179,tau3-blind-92173c3e758bb38b,core,retail,73,00c879737e98d38f227ba39dd24b5f77fa4c269fdde1d4e74a6816823d2e7926,63,return,all_pass,state_change,claude-opus-4-5_high_retail_gpt-5.2_4trials.json,7324fb57cb6819e77937c79964db916f5b068e31,anthropic/claude-opus-4-5-20251101,afa8adca-397c-4c95-81d2-1374aeed2a25,2,361454,1
validity-180,tau3-blind-921d69b858cd968e,core,retail,73,00c879737e98d38f227ba39dd24b5f77fa4c269fdde1d4e74a6816823d2e7926,63,return,all_pass,state_change,claude-opus-4-5_high_retail_gpt-5.2_4trials.json,7324fb57cb6819e77937c79964db916f5b068e31,anthropic/claude-opus-4-5-20251101,e4d7658a-28c3-43b8-8a8f-9b34f6e33030,3,1567,1
validity-181,tau3-blind-bdd5896c26289826,core,retail,73,00c879737e98d38f227ba39dd24b5f77fa4c269fdde1d4e74a6816823d2e7926,63,return,all_pass,state_change,gpt-5.2_high_retail_gpt-5.2_4trials.json,7324fb57cb6819e77937c79964db916f5b068e31,gpt-5.2,afa8a4e0-7ec2-41b4-8f5b-14b0ebd011e2,0,626729,1
validity-182,tau3-blind-e67dc39393631fe6,core,retail,73,00c879737e98d38f227ba39dd24b5f77fa4c269fdde1d4e74a6816823d2e7926,63,return,all_pass,state_change,gpt-5.2_high_retail_gpt-5.2_4trials.json,7324fb57cb6819e77937c79964db916f5b068e31,gpt-5.2,ffd86009-41d9-4bad-a41a-e12438b2f208,1,373753,1
validity-183,tau3-blind-74af2cb2273c9601,core,retail,73,00c879737e98d38f227ba39dd24b5f77fa4c269fdde1d4e74a6816823d2e7926,63,return,all_pass,state_change,gpt-5.2_high_retail_gpt-5.2_4trials.json,7324fb57cb6819e77937c79964db916f5b068e31,gpt-5.2,2044ea50-4102-436b-97e7-92173e9feeca,2,361454,1
validity-184,tau3-blind-0778f5f6e3c8e928,core,retail,73,00c879737e98d38f227ba39dd24b5f77fa4c269fdde1d4e74a6816823d2e7926,63,return,all_pass,state_change,gpt-5.2_high_retail_gpt-5.2_4trials.json,7324fb57cb6819e77937c79964db916f5b068e31,gpt-5.2,5ca23579-7900-44fc-ba02-55f66dceb876,3,1567,1
validity-185,tau3-blind-4d76c320acc2c88e,core,retail,6,dee84fc898b19fbf132bde65ae7b8132157c0c7b17fa3bb6b51bd7eef93f1d69,64,exchange,high_success,state_change,claude-opus-4-5_high_retail_gpt-5.2_4trials.json,7324fb57cb6819e77937c79964db916f5b068e31,anthropic/claude-opus-4-5-20251101,fe41e566-ac6b-4756-b49b-b3ffd52c9734,0,626729,1
validity-186,tau3-blind-11311a59390591d7,core,retail,6,dee84fc898b19fbf132bde65ae7b8132157c0c7b17fa3bb6b51bd7eef93f1d69,64,exchange,high_success,state_change,claude-opus-4-5_high_retail_gpt-5.2_4trials.json,7324fb57cb6819e77937c79964db916f5b068e31,anthropic/claude-opus-4-5-20251101,82721c86-3355-4435-b01f-3b25f24b8560,1,373753,1
validity-187,tau3-blind-33309dac1340ed40,core,retail,6,dee84fc898b19fbf132bde65ae7b8132157c0c7b17fa3bb6b51bd7eef93f1d69,64,exchange,high_success,state_change,claude-opus-4-5_high_retail_gpt-5.2_4trials.json,7324fb57cb6819e77937c79964db916f5b068e31,anthropic/claude-opus-4-5-20251101,2519895a-81f6-4d12-9e8d-0573a7712953,2,361454,0
validity-188,tau3-blind-df7641d992d2b72b,core,retail,6,dee84fc898b19fbf132bde65ae7b8132157c0c7b17fa3bb6b51bd7eef93f1d69,64,exchange,high_success,state_change,claude-opus-4-5_high_retail_gpt-5.2_4trials.json,7324fb57cb6819e77937c79964db916f5b068e31,anthropic/claude-opus-4-5-20251101,bd6823c3-25fa-4e23-b086-140afba59af0,3,1567,1
validity-189,tau3-blind-276f05ee6d172d29,core,retail,6,dee84fc898b19fbf132bde65ae7b8132157c0c7b17fa3bb6b51bd7eef93f1d69,64,exchange,high_success,state_change,gpt-5.2_high_retail_gpt-5.2_4trials.json,7324fb57cb6819e77937c79964db916f5b068e31,gpt-5.2,4369707d-d118-48d0-9151-13b2a58c67ac,0,626729,1
validity-190,tau3-blind-4af291157bf5fc06,core,retail,6,dee84fc898b19fbf132bde65ae7b8132157c0c7b17fa3bb6b51bd7eef93f1d69,64,exchange,high_success,state_change,gpt-5.2_high_retail_gpt-5.2_4trials.json,7324fb57cb6819e77937c79964db916f5b068e31,gpt-5.2,627d9d07-4f18-40e7-bfc3-071efc14c0ff,1,373753,1
validity-191,tau3-blind-5b4aea79440d9f4d,core,retail,6,dee84fc898b19fbf132bde65ae7b8132157c0c7b17fa3bb6b51bd7eef93f1d69,64,exchange,high_success,state_change,gpt-5.2_high_retail_gpt-5.2_4trials.json,7324fb57cb6819e77937c79964db916f5b068e31,gpt-5.2,ec7d899d-6c23-469d-af21-665714abe9f7,2,361454,1
validity-192,tau3-blind-2363dd10edb9ab3f,core,retail,6,dee84fc898b19fbf132bde65ae7b8132157c0c7b17fa3bb6b51bd7eef93f1d69,64,exchange,high_success,state_change,gpt-5.2_high_retail_gpt-5.2_4trials.json,7324fb57cb6819e77937c79964db916f5b068e31,gpt-5.2,0d43f59c-7541-4f41-94b7-0b24fc2f9dd8,3,1567,1
validity-193,tau3-blind-12effa4930c0da0f,core,retail,78,ce5395726c60fe4801673f976597f1fd6a1d6557273cfca8ecf790497128105c,65,multi_intent,all_pass,state_change,claude-opus-4-5_high_retail_gpt-5.2_4trials.json,7324fb57cb6819e77937c79964db916f5b068e31,anthropic/claude-opus-4-5-20251101,4aac44ec-3330-4789-8c1e-b22e8342652c,0,626729,1
validity-194,tau3-blind-0724cc0f4ccb2ff7,core,retail,78,ce5395726c60fe4801673f976597f1fd6a1d6557273cfca8ecf790497128105c,65,multi_intent,all_pass,state_change,claude-opus-4-5_high_retail_gpt-5.2_4trials.json,7324fb57cb6819e77937c79964db916f5b068e31,anthropic/claude-opus-4-5-20251101,13f761b5-b075-436e-ba89-7ff92eb31cd5,1,373753,1
validity-195,tau3-blind-86cb9536249df2da,core,retail,78,ce5395726c60fe4801673f976597f1fd6a1d6557273cfca8ecf790497128105c,65,multi_intent,all_pass,state_change,claude-opus-4-5_high_retail_gpt-5.2_4trials.json,7324fb57cb6819e77937c79964db916f5b068e31,anthropic/claude-opus-4-5-20251101,2b195caa-64cc-49fa-9d9b-da9b908b3d3e,2,361454,1
validity-196,tau3-blind-af36760cd638f0f2,core,retail,78,ce5395726c60fe4801673f976597f1fd6a1d6557273cfca8ecf790497128105c,65,multi_intent,all_pass,state_change,claude-opus-4-5_high_retail_gpt-5.2_4trials.json,7324fb57cb6819e77937c79964db916f5b068e31,anthropic/claude-opus-4-5-20251101,9dac300c-2ede-4129-bc2d-1376d1ecc22a,3,1567,1
validity-197,tau3-blind-48c3b30bcd31c091,core,retail,78,ce5395726c60fe4801673f976597f1fd6a1d6557273cfca8ecf790497128105c,65,multi_intent,all_pass,state_change,gpt-5.2_high_retail_gpt-5.2_4trials.json,7324fb57cb6819e77937c79964db916f5b068e31,gpt-5.2,a4d158e1-203c-45af-ba01-f1c3f769659d,0,626729,1
validity-198,tau3-blind-1dea3f839602ca72,core,retail,78,ce5395726c60fe4801673f976597f1fd6a1d6557273cfca8ecf790497128105c,65,multi_intent,all_pass,state_change,gpt-5.2_high_retail_gpt-5.2_4trials.json,7324fb57cb6819e77937c79964db916f5b068e31,gpt-5.2,3011edb5-cd77-48dc-a648-c4d9f2cf959e,1,373753,1
validity-199,tau3-blind-d2025039ad46f330,core,retail,78,ce5395726c60fe4801673f976597f1fd6a1d6557273cfca8ecf790497128105c,65,multi_intent,all_pass,state_change,gpt-5.2_high_retail_gpt-5.2_4trials.json,7324fb57cb6819e77937c79964db916f5b068e31,gpt-5.2,86500810-2f64-4902-baeb-5352669f96b5,2,361454,1
validity-200,tau3-blind-bfdfac295257b1d0,core,retail,78,ce5395726c60fe4801673f976597f1fd6a1d6557273cfca8ecf790497128105c,65,multi_intent,all_pass,state_change,gpt-5.2_high_retail_gpt-5.2_4trials.json,7324fb57cb6819e77937c79964db916f5b068e31,gpt-5.2,f3d4e7af-1992-4491-9d38-7fdabce34d50,3,1567,1
validity-201,tau3-blind-6ca1c9da25da7711,core,retail,63,8ee2357743e09c162b42ea55b23a5d9631fb4e299989491416a470499e8279ad,66,order_modification,high_success,state_change,claude-opus-4-5_high_retail_gpt-5.2_4trials.json,7324fb57cb6819e77937c79964db916f5b068e31,anthropic/claude-opus-4-5-20251101,67e3718b-336c-43e2-9666-d6fc3386ea37,0,626729,1
validity-202,tau3-blind-eed0b2bd294403fe,core,retail,63,8ee2357743e09c162b42ea55b23a5d9631fb4e299989491416a470499e8279ad,66,order_modification,high_success,state_change,claude-opus-4-5_high_retail_gpt-5.2_4trials.json,7324fb57cb6819e77937c79964db916f5b068e31,anthropic/claude-opus-4-5-20251101,5d83f4cb-b11e-4cd3-b625-0dc370adfb01,1,373753,1
validity-203,tau3-blind-c71eba8a1eb0779e,core,retail,63,8ee2357743e09c162b42ea55b23a5d9631fb4e299989491416a470499e8279ad,66,order_modification,high_success,state_change,claude-opus-4-5_high_retail_gpt-5.2_4trials.json,7324fb57cb6819e77937c79964db916f5b068e31,anthropic/claude-opus-4-5-20251101,bbaaa5ad-18e9-4cbf-970f-017a667ef344,2,361454,1
validity-204,tau3-blind-07914e09f68136c9,core,retail,63,8ee2357743e09c162b42ea55b23a5d9631fb4e299989491416a470499e8279ad,66,order_modification,high_success,state_change,claude-opus-4-5_high_retail_gpt-5.2_4trials.json,7324fb57cb6819e77937c79964db916f5b068e31,anthropic/claude-opus-4-5-20251101,2af8bcb9-f9eb-4f43-ad55-808a51a9320a,3,1567,1
validity-205,tau3-blind-89823ac59c562a81,core,retail,63,8ee2357743e09c162b42ea55b23a5d9631fb4e299989491416a470499e8279ad,66,order_modification,high_success,state_change,gpt-5.2_high_retail_gpt-5.2_4trials.json,7324fb57cb6819e77937c79964db916f5b068e31,gpt-5.2,58df36a7-a4d1-4ffd-89ea-e03a952feebf,0,626729,1
validity-206,tau3-blind-a8028343a3846e8c,core,retail,63,8ee2357743e09c162b42ea55b23a5d9631fb4e299989491416a470499e8279ad,66,order_modification,high_success,state_change,gpt-5.2_high_retail_gpt-5.2_4trials.json,7324fb57cb6819e77937c79964db916f5b068e31,gpt-5.2,506aa96d-9249-4533-8bb5-9187132c0609,1,373753,1
validity-207,tau3-blind-d7b0d7752fa56fc0,core,retail,63,8ee2357743e09c162b42ea55b23a5d9631fb4e299989491416a470499e8279ad,66,order_modification,high_success,state_change,gpt-5.2_high_retail_gpt-5.2_4trials.json,7324fb57cb6819e77937c79964db916f5b068e31,gpt-5.2,34baeeb6-a74e-4415-9bae-0671aeb66331,2,361454,1
validity-208,tau3-blind-1695c34cfd5a7e23,core,retail,63,8ee2357743e09c162b42ea55b23a5d9631fb4e299989491416a470499e8279ad,66,order_modification,high_success,state_change,gpt-5.2_high_retail_gpt-5.2_4trials.json,7324fb57cb6819e77937c79964db916f5b068e31,gpt-5.2,e480a1fe-f3d3-4b9d-848f-115e9817004d,3,1567,0
validity-209,tau3-blind-bda633c61059aa6a,core,retail,98,02981e9b86f001a54bb7d49bbbc314e6c789a7cd29e49fcad2735aed50fcbc20,67,multi_intent,low_success,state_change,claude-opus-4-5_high_retail_gpt-5.2_4trials.json,7324fb57cb6819e77937c79964db916f5b068e31,anthropic/claude-opus-4-5-20251101,0e8dd2bf-f7af-4618-9e84-c0b7362d5f66,0,626729,1
validity-210,tau3-blind-de06d0e047b49ac8,core,retail,98,02981e9b86f001a54bb7d49bbbc314e6c789a7cd29e49fcad2735aed50fcbc20,67,multi_intent,low_success,state_change,claude-opus-4-5_high_retail_gpt-5.2_4trials.json,7324fb57cb6819e77937c79964db916f5b068e31,anthropic/claude-opus-4-5-20251101,a6d1caf1-ecb0-4ebe-857a-e7c461fd0529,1,373753,0
validity-211,tau3-blind-3761ab42f7e67ede,core,retail,98,02981e9b86f001a54bb7d49bbbc314e6c789a7cd29e49fcad2735aed50fcbc20,67,multi_intent,low_success,state_change,claude-opus-4-5_high_retail_gpt-5.2_4trials.json,7324fb57cb6819e77937c79964db916f5b068e31,anthropic/claude-opus-4-5-20251101,15c05279-43bd-4b7a-aeec-0e1a8e5cd51a,2,361454,1
validity-212,tau3-blind-36a97c9edee6e784,core,retail,98,02981e9b86f001a54bb7d49bbbc314e6c789a7cd29e49fcad2735aed50fcbc20,67,multi_intent,low_success,state_change,claude-opus-4-5_high_retail_gpt-5.2_4trials.json,7324fb57cb6819e77937c79964db916f5b068e31,anthropic/claude-opus-4-5-20251101,9969d411-bdfe-4170-a415-22418c4983b4,3,1567,0
validity-213,tau3-blind-6f5ba6c676a93b85,core,retail,98,02981e9b86f001a54bb7d49bbbc314e6c789a7cd29e49fcad2735aed50fcbc20,67,multi_intent,low_success,state_change,gpt-5.2_high_retail_gpt-5.2_4trials.json,7324fb57cb6819e77937c79964db916f5b068e31,gpt-5.2,6c58fdbf-bfd9-4f38-bec1-0b16fd1e60b7,0,626729,0
validity-214,tau3-blind-9fad6dc22beda064,core,retail,98,02981e9b86f001a54bb7d49bbbc314e6c789a7cd29e49fcad2735aed50fcbc20,67,multi_intent,low_success,state_change,gpt-5.2_high_retail_gpt-5.2_4trials.json,7324fb57cb6819e77937c79964db916f5b068e31,gpt-5.2,b7a65e5c-4f23-482f-83f5-14e9466cda45,1,373753,1
validity-215,tau3-blind-b8981e3d757d255a,core,retail,98,02981e9b86f001a54bb7d49bbbc314e6c789a7cd29e49fcad2735aed50fcbc20,67,multi_intent,low_success,state_change,gpt-5.2_high_retail_gpt-5.2_4trials.json,7324fb57cb6819e77937c79964db916f5b068e31,gpt-5.2,7895d361-5330-4c68-8d47-aec650f3c4c2,2,361454,0
validity-216,tau3-blind-3879cad44912c1b9,core,retail,98,02981e9b86f001a54bb7d49bbbc314e6c789a7cd29e49fcad2735aed50fcbc20,67,multi_intent,low_success,state_change,gpt-5.2_high_retail_gpt-5.2_4trials.json,7324fb57cb6819e77937c79964db916f5b068e31,gpt-5.2,7e42330f-50eb-4416-821b-a6a79170e712,3,1567,0
validity-217,tau3-blind-c858ede6a71036ea,core,retail,12,72a1e2d446d4c4f1a09eb3e758010da9835f8a28545dd4a5819bc5e12dafd598,68,transfer,high_success,transfer,claude-opus-4-5_high_retail_gpt-5.2_4trials.json,7324fb57cb6819e77937c79964db916f5b068e31,anthropic/claude-opus-4-5-20251101,9ebd34e2-b5a1-4944-853e-03193f1fee24,0,626729,0
validity-218,tau3-blind-7e55e48ed3237af5,core,retail,12,72a1e2d446d4c4f1a09eb3e758010da9835f8a28545dd4a5819bc5e12dafd598,68,transfer,high_success,transfer,claude-opus-4-5_high_retail_gpt-5.2_4trials.json,7324fb57cb6819e77937c79964db916f5b068e31,anthropic/claude-opus-4-5-20251101,4d86b0ba-552c-44c5-9529-70bd807228e2,1,373753,1
validity-219,tau3-blind-ede2c1098467fc23,core,retail,12,72a1e2d446d4c4f1a09eb3e758010da9835f8a28545dd4a5819bc5e12dafd598,68,transfer,high_success,transfer,claude-opus-4-5_high_retail_gpt-5.2_4trials.json,7324fb57cb6819e77937c79964db916f5b068e31,anthropic/claude-opus-4-5-20251101,7b6d453e-bc25-462e-a49c-eb2377961272,2,361454,0
validity-220,tau3-blind-23dc248312f53997,core,retail,12,72a1e2d446d4c4f1a09eb3e758010da9835f8a28545dd4a5819bc5e12dafd598,68,transfer,high_success,transfer,claude-opus-4-5_high_retail_gpt-5.2_4trials.json,7324fb57cb6819e77937c79964db916f5b068e31,anthropic/claude-opus-4-5-20251101,879df758-2325-45dc-8b30-61666c93f063,3,1567,1
validity-221,tau3-blind-c5e6bf9bb19f50b4,core,retail,12,72a1e2d446d4c4f1a09eb3e758010da9835f8a28545dd4a5819bc5e12dafd598,68,transfer,high_success,transfer,gpt-5.2_high_retail_gpt-5.2_4trials.json,7324fb57cb6819e77937c79964db916f5b068e31,gpt-5.2,ef80c474-4131-48ac-a9f0-880e9da1e558,0,626729,1
validity-222,tau3-blind-9f41a8246774f999,core,retail,12,72a1e2d446d4c4f1a09eb3e758010da9835f8a28545dd4a5819bc5e12dafd598,68,transfer,high_success,transfer,gpt-5.2_high_retail_gpt-5.2_4trials.json,7324fb57cb6819e77937c79964db916f5b068e31,gpt-5.2,cd160dd3-e05c-450a-8f26-b552c5dc356f,1,373753,1
validity-223,tau3-blind-e0a4a319f1e89673,core,retail,12,72a1e2d446d4c4f1a09eb3e758010da9835f8a28545dd4a5819bc5e12dafd598,68,transfer,high_success,transfer,gpt-5.2_high_retail_gpt-5.2_4trials.json,7324fb57cb6819e77937c79964db916f5b068e31,gpt-5.2,61fdc456-87a7-437f-a314-822081742bc0,2,361454,1
validity-224,tau3-blind-47c440917f2d2126,core,retail,12,72a1e2d446d4c4f1a09eb3e758010da9835f8a28545dd4a5819bc5e12dafd598,68,transfer,high_success,transfer,gpt-5.2_high_retail_gpt-5.2_4trials.json,7324fb57cb6819e77937c79964db916f5b068e31,gpt-5.2,4cdd3224-de5f-417e-867f-14a5e6448ddc,3,1567,1
validity-225,tau3-blind-94cb1eb8ac0ba16d,core,retail,55,4dca1356bc8700b30824036ec9239678e8ef0c2d893ba19ffb9fd91ec2660d94,69,multi_intent,all_pass,state_change,claude-opus-4-5_high_retail_gpt-5.2_4trials.json,7324fb57cb6819e77937c79964db916f5b068e31,anthropic/claude-opus-4-5-20251101,984b3c1f-6868-4494-b046-9aa4e742b6e9,0,626729,1
validity-226,tau3-blind-664ab0c5a9452155,core,retail,55,4dca1356bc8700b30824036ec9239678e8ef0c2d893ba19ffb9fd91ec2660d94,69,multi_intent,all_pass,state_change,claude-opus-4-5_high_retail_gpt-5.2_4trials.json,7324fb57cb6819e77937c79964db916f5b068e31,anthropic/claude-opus-4-5-20251101,3055c8b1-474c-4a7a-9e5a-ad685b02873f,1,373753,1
validity-227,tau3-blind-4193ba274be68e5d,core,retail,55,4dca1356bc8700b30824036ec9239678e8ef0c2d893ba19ffb9fd91ec2660d94,69,multi_intent,all_pass,state_change,claude-opus-4-5_high_retail_gpt-5.2_4trials.json,7324fb57cb6819e77937c79964db916f5b068e31,anthropic/claude-opus-4-5-20251101,40d1c1e5-3461-4c0a-b9b0-7596bc677485,2,361454,1
validity-228,tau3-blind-d5a44b1c4cf49865,core,retail,55,4dca1356bc8700b30824036ec9239678e8ef0c2d893ba19ffb9fd91ec2660d94,69,multi_intent,all_pass,state_change,claude-opus-4-5_high_retail_gpt-5.2_4trials.json,7324fb57cb6819e77937c79964db916f5b068e31,anthropic/claude-opus-4-5-20251101,fbe02f3c-3d56-49a7-9d72-165633f560fe,3,1567,1
validity-229,tau3-blind-2750c6ef2c8e48b5,core,retail,55,4dca1356bc8700b30824036ec9239678e8ef0c2d893ba19ffb9fd91ec2660d94,69,multi_intent,all_pass,state_change,gpt-5.2_high_retail_gpt-5.2_4trials.json,7324fb57cb6819e77937c79964db916f5b068e31,gpt-5.2,8dae8437-95f0-4aca-a7e4-a2a6cc7fefe0,0,626729,1
validity-230,tau3-blind-ed1caccb7ee0af8c,core,retail,55,4dca1356bc8700b30824036ec9239678e8ef0c2d893ba19ffb9fd91ec2660d94,69,multi_intent,all_pass,state_change,gpt-5.2_high_retail_gpt-5.2_4trials.json,7324fb57cb6819e77937c79964db916f5b068e31,gpt-5.2,63ac4da6-5694-473d-b5ba-ae67570e508b,1,373753,1
validity-231,tau3-blind-7f7a8b372e871c3f,core,retail,55,4dca1356bc8700b30824036ec9239678e8ef0c2d893ba19ffb9fd91ec2660d94,69,multi_intent,all_pass,state_change,gpt-5.2_high_retail_gpt-5.2_4trials.json,7324fb57cb6819e77937c79964db916f5b068e31,gpt-5.2,69e203c2-687e-4bab-9788-c077aee87a45,2,361454,1
validity-232,tau3-blind-d2f00a97f1ae9693,core,retail,55,4dca1356bc8700b30824036ec9239678e8ef0c2d893ba19ffb9fd91ec2660d94,69,multi_intent,all_pass,state_change,gpt-5.2_high_retail_gpt-5.2_4trials.json,7324fb57cb6819e77937c79964db916f5b068e31,gpt-5.2,94f8512f-2b89-4f75-97ca-75be3c0af872,3,1567,1
validity-233,tau3-blind-f1ada57a16071d9c,core,retail,19,daa17397072e966d2846c97d5c18d30433d5c063bfc5ee377339f63e60e28fdd,70,return,all_pass,state_change,claude-opus-4-5_high_retail_gpt-5.2_4trials.json,7324fb57cb6819e77937c79964db916f5b068e31,anthropic/claude-opus-4-5-20251101,5b5b7b03-b9e5-4fde-9b58-7ad49a419c27,0,626729,1
validity-234,tau3-blind-a8453ce30b2534c1,core,retail,19,daa17397072e966d2846c97d5c18d30433d5c063bfc5ee377339f63e60e28fdd,70,return,all_pass,state_change,claude-opus-4-5_high_retail_gpt-5.2_4trials.json,7324fb57cb6819e77937c79964db916f5b068e31,anthropic/claude-opus-4-5-20251101,067c4e9d-1b5c-40ab-ada9-8e0577c58085,1,373753,1
validity-235,tau3-blind-a2740fb3746e1411,core,retail,19,daa17397072e966d2846c97d5c18d30433d5c063bfc5ee377339f63e60e28fdd,70,return,all_pass,state_change,claude-opus-4-5_high_retail_gpt-5.2_4trials.json,7324fb57cb6819e77937c79964db916f5b068e31,anthropic/claude-opus-4-5-20251101,182248cc-13de-4f15-b00b-dfb2d48e9f70,2,361454,1
validity-236,tau3-blind-ad947b3e29f74b68,core,retail,19,daa17397072e966d2846c97d5c18d30433d5c063bfc5ee377339f63e60e28fdd,70,return,all_pass,state_change,claude-opus-4-5_high_retail_gpt-5.2_4trials.json,7324fb57cb6819e77937c79964db916f5b068e31,anthropic/claude-opus-4-5-20251101,87095637-0af7-4a5f-9f1b-504da7e616b8,3,1567,1
validity-237,tau3-blind-0517268668abbbe4,core,retail,19,daa17397072e966d2846c97d5c18d30433d5c063bfc5ee377339f63e60e28fdd,70,return,all_pass,state_change,gpt-5.2_high_retail_gpt-5.2_4trials.json,7324fb57cb6819e77937c79964db916f5b068e31,gpt-5.2,a17cb269-091c-4b59-b198-23fd60e4bed6,0,626729,1
validity-238,tau3-blind-1d82ad93df4874f3,core,retail,19,daa17397072e966d2846c97d5c18d30433d5c063bfc5ee377339f63e60e28fdd,70,return,all_pass,state_change,gpt-5.2_high_retail_gpt-5.2_4trials.json,7324fb57cb6819e77937c79964db916f5b068e31,gpt-5.2,0c945e54-b3e1-4148-8175-1640103df839,1,373753,1
validity-239,tau3-blind-3f7889ebf58eb2e0,core,retail,19,daa17397072e966d2846c97d5c18d30433d5c063bfc5ee377339f63e60e28fdd,70,return,all_pass,state_change,gpt-5.2_high_retail_gpt-5.2_4trials.json,7324fb57cb6819e77937c79964db916f5b068e31,gpt-5.2,6a8116af-ca92-4ed4-b0a2-b521637ec9a6,2,361454,1
validity-240,tau3-blind-b77c5c726a71b8df,core,retail,19,daa17397072e966d2846c97d5c18d30433d5c063bfc5ee377339f63e60e28fdd,70,return,all_pass,state_change,gpt-5.2_high_retail_gpt-5.2_4trials.json,7324fb57cb6819e77937c79964db916f5b068e31,gpt-5.2,7b39117c-a610-48bf-aed3-447351a2329a,3,1567,1
validity-241,tau3-blind-1fc9da89f16e5960,core,retail,28,e32c5756e80d16c49f73be0abd9304a254252b34135aa8d28af4b6b43fe00a6e,71,return,all_pass,state_change,claude-opus-4-5_high_retail_gpt-5.2_4trials.json,7324fb57cb6819e77937c79964db916f5b068e31,anthropic/claude-opus-4-5-20251101,556ed6c9-dadb-45a1-a00b-e5da5ae355db,0,626729,1
validity-242,tau3-blind-aa660c44a55f8bb8,core,retail,28,e32c5756e80d16c49f73be0abd9304a254252b34135aa8d28af4b6b43fe00a6e,71,return,all_pass,state_change,claude-opus-4-5_high_retail_gpt-5.2_4trials.json,7324fb57cb6819e77937c79964db916f5b068e31,anthropic/claude-opus-4-5-20251101,78643030-fb52-47cf-a2ad-63befbedd70f,1,373753,1
validity-243,tau3-blind-6f03ef34fe82266e,core,retail,28,e32c5756e80d16c49f73be0abd9304a254252b34135aa8d28af4b6b43fe00a6e,71,return,all_pass,state_change,claude-opus-4-5_high_retail_gpt-5.2_4trials.json,7324fb57cb6819e77937c79964db916f5b068e31,anthropic/claude-opus-4-5-20251101,8e703636-7069-4393-8374-de1c6e871b3f,2,361454,1
